Full Name,Height(inches),Weight(lbs),Reach(inches),Stance,DOB,SLpM.,Str.Acc.,SApM,Str.Def,TD Avg.,TD Acc.,TD Def.,Sub. Avg.,W,L,D
Scott Adams,6' 0,225,N/A,Southpaw,N/A,0.00,0%,0.00,0%,0.00,0%,0%,0.0,Record: 8-1-0
Juan Adams,6' 5,265,80,Orthodox,"Jan 16, 1992",7.09,55%,4.06,34%,0.91,66%,57%,0.0,Record: 5-3-0
Anthony Adams,6' 1,185,76,Orthodox,"Jan 13, 1988",3.17,41%,5.93,44%,0.00,0%,0%,0.0,Record: 8-2-0
Zarrukh Adashev,5' 5,125,65,Southpaw,"Jul 29, 1992",3.65,40%,3.04,64%,0.00,0%,100%,0.5,Record: 4-4-0
Israel Adesanya,6' 4,185,80,Switch,"Jul 22, 1989",4.00,48%,3.21,56%,0.05,12%,75%,0.1,Record: 24-4-0
Sam Adkins,6' 3,225,N/A,Orthodox,"Apr 26, 1965",0.00,0%,0.00,0%,0.00,0%,0%,0.0,Record: 7-20-2
Mohamed Ado,5' 11,170,76,Switch,"May 03, 2000",1.66,83%,0.33,75%,4.97,50%,50%,5.0,Record: 5-1-0
Nick Agallar,5' 8,155,N/A,Orthodox,"Jan 13, 1979",0.69,11%,4.56,42%,0.00,0%,0%,0.0,Record: 24-6-0
Mariya Agapova,5' 6,125,68,Southpaw,"Apr 07, 1997",4.43,54%,3.62,52%,0.55,66%,45%,0.8,Record: 10-5-0
Kantharaj Agasa,N/A,135,N/A,N/A,"Feb 16, 1992",0.00,0%,0.00,0%,0.00,0%,0%,0.0,Record: 12-3-0
Tom Aaron,N/A,155,N/A,N/A,"Jul 13, 1978",0.00,0%,0.00,0%,0.00,0%,0%,0.0,Record: 5-3-0
Danny Abbadi,5' 11,155,N/A,Orthodox,"Jul 03, 1983",3.29,38%,4.41,57%,0.00,0%,77%,0.0,Record: 4-6-0
Nariman Abbasov,5' 8,155,66,Orthodox,"Feb 01, 1994",3.00,20%,5.67,46%,0.00,0%,66%,0.0,Record: 28-4-0
David Abbott,6' 0,265,N/A,Switch,N/A,1.35,30%,3.55,38%,1.07,33%,66%,0.0,Record: 10-15-0
Hamdy Abdelwahab,6' 2,264,72,Southpaw,"Jan 22, 1993",3.87,52%,3.13,59%,3.00,75%,0%,0.0,Record: 5-0-0 (1 NC)
Mansur Abdul-Malik,6' 2,185,79,Orthodox,"Oct 07, 1997",6.61,54%,4.21,53%,0.00,0%,75%,0.0,Record: 7-0-0
Shamil Abdurakhimov,6' 3,235,76,Orthodox,"Sep 02, 1981",2.41,44%,3.02,55%,1.01,23%,45%,0.1,Record: 20-8-0
Hiroyuki Abe,5' 6,145,N/A,Orthodox,N/A,1.71,36%,3.11,63%,0.00,0%,33%,0.0,Record: 8-15-3 (1 NC)
Daichi Abe,5' 11,170,71,Orthodox,"Nov 27, 1991",3.80,33%,4.49,56%,0.33,50%,0%,0.0,Record: 6-2-0
Papy Abedi,5' 11,185,N/A,Southpaw,"Jun 30, 1978",2.80,55%,3.15,48%,3.47,57%,50%,1.3,Record: 10-4-0
Ricardo Abreu,5' 11,185,N/A,Orthodox,"Apr 27, 1984",3.79,31%,3.98,68%,2.13,42%,100%,0.7,Record: 5-1-0
Klidson Abreu,6' 0,205,74,Orthodox,"Dec 24, 1992",2.05,40%,2.90,55%,0.64,20%,80%,0.0,Record: 15-4-0 (1 NC)
Cyborg Abreu,N/A,N/A,N/A,N/A,"Dec 20, 1980",0.00,0%,0.00,0%,0.00,0%,0%,0.0,Record: 0-0-0
Daniel Acacio,5' 8,180,N/A,Orthodox,"Dec 27, 1977",3.52,36%,2.85,62%,0.33,20%,81%,0.0,Record: 30-18-0
John Adajar,5' 9,170,75,Orthodox,"Jun 22, 1991",3.90,52%,6.28,44%,0.00,0%,0%,0.0,Record: 6-2-0
Scott Adams,6' 0,225,N/A,Southpaw,N/A,0.00,0%,0.00,0%,0.00,0%,0%,0.0,Record: 8-1-0
Juan Adams,6' 5,265,80,Orthodox,"Jan 16, 1992",7.09,55%,4.06,34%,0.91,66%,57%,0.0,Record: 5-3-0
Anthony Adams,6' 1,185,76,Orthodox,"Jan 13, 1988",3.17,41%,5.93,44%,0.00,0%,0%,0.0,Record: 8-2-0
Zarrukh Adashev,5' 5,125,65,Southpaw,"Jul 29, 1992",3.65,40%,3.04,64%,0.00,0%,100%,0.5,Record: 4-4-0
Israel Adesanya,6' 4,185,80,Switch,"Jul 22, 1989",4.00,48%,3.21,56%,0.05,12%,75%,0.1,Record: 24-4-0
Sam Adkins,6' 3,225,N/A,Orthodox,"Apr 26, 1965",0.00,0%,0.00,0%,0.00,0%,0%,0.0,Record: 7-20-2
Mohamed Ado,5' 11,170,76,Switch,"May 03, 2000",1.66,83%,0.33,75%,4.97,50%,50%,5.0,Record: 5-1-0
Nick Agallar,5' 8,155,N/A,Orthodox,"Jan 13, 1979",0.69,11%,4.56,42%,0.00,0%,0%,0.0,Record: 24-6-0
Mariya Agapova,5' 6,125,68,Southpaw,"Apr 07, 1997",4.43,54%,3.62,52%,0.55,66%,45%,0.8,Record: 10-5-0
Kantharaj Agasa,N/A,135,N/A,N/A,"Feb 16, 1992",0.00,0%,0.00,0%,0.00,0%,0%,0.0,Record: 12-3-0
Marcelo Aguiar,5' 10,170,N/A,Orthodox,N/A,0.00,0%,0.00,0%,0.00,0%,0%,0.0,Record: 2-3-1
Fabio Aguiar,6' 0,185,N/A,N/A,"Feb 10, 1988",0.00,0%,0.00,0%,0.00,0%,0%,0.0,Record: 17-1-0
Edwin Aguilar,5' 10,185,N/A,N/A,N/A,0.00,0%,0.00,0%,0.00,0%,0%,0.0,Record: 26-19-0 (1 NC)
Jessica Aguilar,5' 3,115,63,Orthodox,"May 08, 1982",4.93,50%,7.19,53%,0.94,25%,50%,0.2,Record: 20-8-0
Kevin Aguilar,5' 7,155,73,Orthodox,"Sep 07, 1988",3.96,40%,4.81,52%,0.16,16%,78%,0.0,Record: 17-5-0
Jesus Aguilar,5' 4,125,62,Orthodox,"Mar 13, 1996",1.46,51%,1.26,58%,1.75,33%,36%,1.8,Record: 11-2-0
Christian Aguilera,5' 9,170,72,Switch,"Nov 25, 1991",2.54,37%,4.04,48%,0.00,0%,60%,0.0,Record: 14-8-0
Nick Aguirre,5' 9,135,74,Southpaw,"Jan 15, 1996",0.73,33%,2.89,45%,1.16,20%,33%,0.6,Record: 7-2-0
Mike Aina,5' 9,155,N/A,Orthodox,N/A,2.87,33%,6.33,59%,0.00,0%,71%,0.0,Record: 14-6-1 (1 NC)
Ashiek Ajim,5' 8,135,71,Switch,"Jun 19, 1994",5.00,40%,11.25,25%,0.00,0%,0%,0.0,Record: 6-2-0
Hitomi Akano,5' 4,135,N/A,Southpaw,"Jul 27, 1974",0.59,45%,2.58,55%,0.00,0%,8%,0.5,Record: 18-10-0
Omari Akhmedov,6' 0,185,73,Orthodox,"Oct 12, 1987",2.97,34%,2.84,55%,2.58,45%,65%,0.2,Record: 21-6-1
Yoshihiro Akiyama,5' 10,170,75,Orthodox,"Jul 29, 1975",3.10,41%,3.62,57%,2.29,67%,92%,1.0,Record: 14-6-0 (2 NC)
Rostem Akman,5' 10,170,72,Switch,"Dec 19, 1991",1.80,25%,3.97,57%,1.00,40%,87%,0.0,Record: 6-2-0
Razak Al-Hassan,6' 2,205,N/A,Orthodox,"May 14, 1982",3.27,39%,3.14,60%,0.65,14%,57%,0.0,Record: 13-5-0
Abdul-Kareem Al-Selwady,5' 8,155,69,Orthodox,"Apr 10, 1995",4.14,34%,3.60,59%,2.32,30%,20%,0.0,Record: 15-4-0
Mostapha Al-Turk,6' 2,245,77,Orthodox,"Jul 14, 1973",1.36,19%,3.61,53%,0.00,0%,0%,0.0,Record: 6-6-0
Herdem Alacabek,6' 2,205,75,Orthodox,"Jun 07, 1991",3.84,65%,6.66,23%,2.06,50%,42%,0.0,Record: 5-1-0
Javi Alanis,5' 6,135,N/A,N/A,N/A,0.00,0%,0.00,0%,0.00,0%,0%,0.0,Record: 0-4-0
Alatengheili,5' 5,135,66,Orthodox,"Dec 14, 1991",2.64,32%,4.67,57%,1.99,45%,75%,0.0,Record: 17-9-2
Amir Albazi,5' 5,125,68,Orthodox,"Oct 27, 1993",2.72,34%,3.71,61%,1.39,32%,50%,0.5,Record: 17-2-0
Brett Albee,N/A,225,N/A,N/A,N/A,0.00,0%,0.00,0%,0.00,0%,0%,0.0,Record: 3-2-0
John Albert,5' 8,135,68,Orthodox,"Oct 13, 1986",3.05,49%,2.82,35%,0.00,0%,50%,6.1,Record: 6-5-0
Junior Albini,6' 3,264,74,Orthodox,"Mar 15, 1991",3.98,51%,6.08,52%,1.54,37%,100%,0.0,Record: 14-6-0
Aleksandra Albu,5' 2,115,63,Orthodox,"Jul 14, 1990",4.83,47%,5.56,38%,2.27,50%,77%,0.4,Record: 3-2-0
Israel Albuquerque,N/A,185,N/A,Orthodox,N/A,0.32,13%,3.34,25%,0.00,0%,0%,0.0,Record: 0-3-0
Juan Alcain,N/A,N/A,N/A,N/A,N/A,0.00,0%,0.00,0%,0.00,0%,0%,0.0,Record: 1-2-0
Iuri Alcantara,5' 9,135,71,Southpaw,"Aug 04, 1980",2.72,45%,2.79,49%,1.44,62%,60%,0.8,Record: 35-10-0 (1 NC)
Ildemar Alcantara,6' 2,185,78,Orthodox,"Nov 18, 1982",1.93,38%,2.63,50%,2.00,68%,81%,0.9,Record: 21-11-0
Alfonso Alcarez,5' 3,145,N/A,N/A,"Jun 10, 1970",0.00,0%,0.00,0%,0.00,0%,0%,0.0,Record: 1-3-1
Gilbert Aldana,6' 1,250,N/A,Orthodox,"Aug 25, 1977",2.91,54%,6.26,26%,2.57,40%,33%,0.0,Record: 6-2-0
Irene Aldana,5' 9,135,68,Orthodox,"Mar 26, 1988",5.19,39%,6.64,56%,0.15,50%,77%,0.2,Record: 15-8-0
Hector Aldana,5' 11,170,72,Orthodox,"Aug 17, 1988",3.59,38%,5.08,59%,0.93,100%,0%,0.0,Record: 4-3-0
Jose Alday,5' 7,135,68,Orthodox,"Sep 14, 1991",3.13,44%,3.13,58%,0.00,0%,57%,0.0,Record: 14-6-1
Jose Aldo,5' 7,135,70,Orthodox,"Sep 09, 1986",3.62,46%,3.72,60%,0.49,53%,92%,0.1,Record: 32-9-0
JJ Aldrich,5' 5,125,67,Southpaw,"Sep 29, 1992",3.88,46%,4.38,60%,0.66,23%,66%,0.0,Record: 13-7-0
Irina Alekseeva,5' 8,135,67,Orthodox,"Jun 27, 1990",3.84,43%,3.55,48%,0.87,20%,100%,0.9,Record: 5-2-0
Talita Alencar,5' 1,115,58,Orthodox,"Oct 17, 1990",2.49,28%,4.80,52%,2.00,13%,50%,0.0,Record: 5-1-1
Jim Alers,5' 9,145,71,Orthodox,"Oct 14, 1986",2.90,40%,4.38,56%,2.26,41%,80%,0.3,Record: 13-3-0 (1 NC)
John Alessio,5' 10,155,72,Orthodox,"Jul 05, 1979",2.10,39%,2.91,54%,1.85,38%,70%,1.2,Record: 35-17-0 (2 NC)
Houston Alexander,6' 0,205,72,Orthodox,"Mar 22, 1972",3.06,54%,3.20,52%,1.19,57%,33%,0.0,Record: 17-15-1 (2 NC)
Kenneth Alexander,5' 9,155,N/A,Orthodox,"Sep 25, 1977",0.88,19%,2.20,66%,4.71,26%,0%,0.0,Record: 7-6-0 (1 NC)
Lucas Alexander,5' 11,145,73,Orthodox,"Jul 28, 1995",5.23,55%,1.83,71%,0.00,0%,57%,0.0,Record: 8-4-0
Marcio Alexandre Junior,6' 0,185,75,Southpaw,"May 05, 1989",1.61,45%,2.89,42%,0.35,20%,66%,0.7,Record: 17-4-0
Olaf Alfonso,6' 2,170,N/A,Orthodox,"Aug 06, 1974",1.65,38%,4.77,53%,0.37,7%,22%,0.7,Record: 8-12-0
Pablo Alfonso,5' 8,145,N/A,N/A,"May 09, 1983",0.00,0%,0.00,0%,0.00,0%,0%,0.0,Record: 9-7-0
Levi Alford,N/A,N/A,N/A,N/A,N/A,0.00,0%,0.00,0%,0.00,0%,0%,0.0,Record: 1-7-0
Bill Algeo,6' 0,145,73,Switch,"Jun 09, 1989",5.88,51%,4.38,47%,1.03,50%,55%,0.1,Record: 18-9-0
Amir Aliakbari,6' 3,250,N/A,N/A,"Jun 10, 1984",0.00,0%,0.00,0%,0.00,0%,0%,0.0,Record: 10-1-0
Sultan Aliev,5' 11,170,74,Orthodox,"Sep 17, 1984",1.41,45%,2.20,56%,1.76,38%,100%,0.0,Record: 15-3-0
Nurullo Aliev,5' 10,155,72,Orthodox,"Dec 08, 2000",2.50,51%,0.46,59%,3.06,44%,0%,0.0,Record: 9-0-0
Ikram Aliskerov,6' 0,185,76,Southpaw,"Dec 07, 1992",7.03,60%,7.27,36%,1.82,33%,0%,1.8,Record: 15-2-0
Leon Aliu,6' 0,185,74,Orthodox,"Jul 14, 1989",6.32,50%,10.11,38%,0.00,0%,0%,0.0,Record: 10-2-0
John Allan,6' 1,205,75,Orthodox,"Feb 22, 1993",3.56,42%,5.74,52%,1.40,71%,50%,0.8,Record: 13-7-0 (1 NC)
George Allen,6' 2,205,N/A,Open Stance,"Jan 13, 1967",0.80,38%,3.10,43%,0.00,0%,50%,0.0,Record: 13-19-2
Arnold Allen,5' 8,145,70,Southpaw,"Jan 22, 1994",3.45,41%,2.88,61%,0.93,47%,75%,0.3,Record: 20-3-0
Brendan Allen,6' 2,185,75,Orthodox,"Dec 28, 1995",3.79,53%,3.83,46%,1.67,39%,58%,1.3,Record: 24-6-0
Daniel Allen,6' 0,155,75,Southpaw,"Aug 10, 1992",7.60,51%,5.87,53%,2.00,66%,100%,0.0,Record: 5-0-0
Ben Alloway,5' 11,170,76,Orthodox,"Feb 19, 1981",1.28,49%,1.90,59%,0.62,50%,26%,0.0,Record: 18-8-0
Asu Almabayev,5' 4,125,65,Orthodox,"Jan 25, 1994",2.11,56%,1.02,59%,5.08,50%,50%,1.7,Record: 21-2-0
Bekzat Almakhan,5' 7,135,68,Orthodox,"Oct 08, 1997",0.20,18%,4.53,30%,0.00,0%,0%,0.0,Record: 11-2-0
John Dave Almanza,5' 7,125,67,Southpaw,"Mar 22, 2004",1.92,41%,5.75,27%,0.00,0%,0%,0.0,Record: 6-1-0
Ricardo Almeida,6' 0,170,74,Orthodox,"Nov 29, 1976",2.02,49%,1.20,61%,3.74,38%,31%,1.2,Record: 13-5-0
Magno Almeida,6' 0,155,N/A,N/A,"Jun 06, 1985",1.67,36%,2.60,41%,0.00,0%,40%,5.0,Record: 10-3-0 (1 NC)
Thomas Almeida,5' 7,145,70,Southpaw,"Jul 31, 1991",4.84,43%,4.93,61%,0.17,14%,75%,0.0,Record: 22-5-0
Ericka Almeida,5' 6,115,N/A,Orthodox,"Mar 05, 1989",1.07,39%,3.33,43%,0.50,33%,37%,0.0,Record: 7-3-0
Estefani Almeida,5' 4,125,N/A,Orthodox,"Oct 17, 1988",3.13,37%,6.07,42%,0.00,0%,0%,0.0,Record: 7-3-0
Jailton Almeida,6' 3,205,79,Orthodox,"Jun 26, 1991",2.46,64%,0.72,40%,6.85,59%,75%,2.6,Record: 21-3-0
Lucas Almeida,5' 11,145,71,Orthodox,"Jan 31, 1991",4.94,43%,4.92,46%,0.00,0%,50%,0.0,Record: 15-3-0
Cesar Almeida,6' 1,185,74,Orthodox,"Mar 28, 1988",4.12,57%,2.18,47%,0.00,0%,57%,0.3,Record: 6-1-0
Mauricio Alonso,6' 2,170,N/A,N/A,"Feb 27, 1980",5.74,34%,1.91,67%,0.00,0%,0%,0.0,Record: 13-7-0 (1 NC)
Sarah Alpar,5' 4,135,63,Southpaw,"Jun 01, 1991",2.36,44%,6.06,38%,1.61,26%,20%,0.4,Record: 9-6-0
Rico Altamirano,5' 10,170,N/A,N/A,N/A,0.00,0%,0.00,0%,0.00,0%,0%,0.0,Record: 4-3-0
Victor Altamirano,5' 8,125,70,Switch,"Jan 23, 1991",4.58,53%,3.82,53%,2.88,38%,63%,0.0,Record: 12-5-0
Mike Altman,5' 10,185,N/A,Orthodox,N/A,1.56,20%,2.08,75%,0.00,0%,0%,0.0,Record: 1-4-0
Patricia Alujas,5' 4,115,64,Orthodox,"May 08, 1996",5.83,31%,9.25,44%,0.00,0%,0%,0.0,Record: 9-3-0
Sean Alvarez,6' 0,235,N/A,Orthodox,"Jul 14, 1971",0.89,37%,3.25,47%,0.00,0%,0%,0.0,Record: 4-3-0
Eddie Alvarez,5' 9,155,69,Orthodox,"Jan 11, 1984",4.32,41%,4.39,55%,2.92,36%,92%,0.5,Record: 29-6-0 (1 NC)
Jaime Alvarez,5' 8,125,69,Orthodox,"Mar 08, 1988",2.73,40%,4.53,56%,1.00,33%,50%,0.0,Record: 6-1-0
Joel Alvarez,6' 3,155,77,Orthodox,"Mar 02, 1993",4.39,52%,3.36,51%,0.00,0%,42%,1.2,Record: 21-3-0
Thiago Alves,5' 9,170,70,Orthodox,"Oct 03, 1983",3.73,41%,3.42,62%,0.71,60%,63%,0.3,Record: 23-15-0
Anthony Alves,N/A,N/A,N/A,N/A,N/A,0.00,0%,0.00,0%,0.00,0%,0%,0.0,Record: 1-4-0
Amilcar Alves,6' 0,170,N/A,Southpaw,"Aug 08, 1988",0.50,46%,2.02,30%,0.00,0%,53%,0.0,Record: 15-12-0
Warlley Alves,5' 11,185,72,Orthodox,"Jan 04, 1991",3.04,48%,3.95,50%,1.22,50%,62%,0.8,Record: 15-8-0
Rafael Alves,5' 8,155,68,Orthodox,"Nov 14, 1990",1.85,48%,3.30,58%,0.29,25%,44%,1.5,Record: 20-12-0
Sam Alvey,6' 2,185,75,Southpaw,"May 06, 1986",3.28,44%,3.63,52%,0.06,14%,82%,0.1,Record: 33-18-1 (1 NC)
Andre Amado,6' 0,154,N/A,Orthodox,N/A,2.27,24%,5.91,63%,0.00,0%,20%,0.0,Record: 6-4-1
Adlan Amagov,6' 2,170,76,Orthodox,"Oct 30, 1986",3.29,47%,0.82,78%,5.84,56%,100%,0.0,Record: 14-2-1
Maiara Amanajas dos Santos,5' 5,115,N/A,Southpaw,"Jul 11, 1987",5.53,35%,24.47,33%,0.00,0%,100%,0.0,Record: 7-3-0
Chris Amarante,N/A,185,N/A,N/A,N/A,0.00,0%,0.00,0%,0.00,0%,0%,0.0,Record: 2-0-0
Jimmy Ambriz,6' 2,315,N/A,Southpaw,"Jan 26, 1970",0.83,29%,3.76,40%,3.13,57%,100%,0.8,Record: 17-21-1
JJ Ambrose,5' 10,170,N/A,Orthodox,N/A,3.16,69%,6.32,33%,0.00,0%,50%,0.0,Record: 28-7-0 (2 NC)
Alen Amedovski,5' 10,185,74,Orthodox,"Apr 06, 1988",0.99,30%,3.85,46%,0.00,0%,0%,0.0,Record: 8-4-0
Hyder Amil,5' 9,145,70,Switch,"May 28, 1990",6.31,57%,2.23,61%,0.64,33%,78%,1.9,Record: 10-0-0
Hamid Amiri,N/A,145,N/A,N/A,"Jun 15, 2003",0.00,0%,0.00,0%,0.00,0%,0%,0.0,Record: 9-0-0
Makwan Amirkhani,5' 10,145,72,Southpaw,"Nov 08, 1988",1.33,44%,2.98,46%,3.96,43%,35%,1.1,Record: 17-9-0
Bertrand Amoussou,5' 8,190,N/A,Orthodox,N/A,6.75,39%,2.01,83%,0.00,0%,0%,0.0,Record: 1-1-0
Karl Amoussou,5' 11,185,N/A,Orthodox,"Nov 21, 1985",1.47,34%,2.67,54%,0.00,0%,25%,1.0,Record: 27-7-2
Eryk Anders,6' 1,185,75,Southpaw,"Apr 21, 1987",3.41,47%,4.17,50%,1.79,26%,79%,0.1,Record: 16-8-0 (1 NC)
Matt Andersen,6' 2,230,N/A,Southpaw,"May 29, 1971",0.00,0%,0.00,0%,0.00,0%,0%,0.0,Record: 14-8-1
Andy Anderson,5' 6,240,N/A,N/A,"Jul 16, 1974",0.00,0%,0.00,0%,0.00,0%,0%,0.0,Record: 0-1-0
Lowell Anderson,5' 6,160,N/A,Orthodox,N/A,0.00,0%,0.00,0%,0.00,0%,0%,0.0,Record: 0-1-0
Corey Anderson,6' 3,205,79,Orthodox,"Sep 22, 1989",4.43,46%,2.22,59%,4.89,50%,83%,0.0,Record: 14-5-0
Derek Anderson,6' 0,155,N/A,N/A,"Feb 02, 1990",3.97,37%,3.08,61%,0.34,14%,60%,0.0,Record: 14-3-0 (1 NC)
Megan Anderson,6' 0,145,72,Orthodox,"Feb 11, 1990",1.76,46%,3.35,37%,0.52,25%,53%,0.5,Record: 11-5-0
Liam Anderson,6' 3,185,75,Orthodox,"Jan 13, 1995",3.00,52%,6.53,31%,1.00,20%,50%,0.0,Record: 6-3-0
Tatsuya Ando,5' 4,145,68,Southpaw,"Apr 26, 1990",0.93,19%,4.93,50%,0.00,0%,0%,0.0,Record: 14-4-1
Alex Andrade,5' 11,200,N/A,Orthodox,"May 14, 1974",0.20,36%,2.60,53%,0.00,0%,25%,0.8,Record: 10-5-0
Jessica Andrade,5' 1,125,62,Orthodox,"Sep 25, 1991",6.44,50%,5.51,54%,2.23,54%,72%,0.3,Record: 26-13-0
Viscardi Andrade,5' 11,170,75,Orthodox,"Mar 08, 1984",3.26,42%,2.77,63%,1.93,50%,66%,0.3,Record: 19-6-0
Jermaine Andre,5' 7,200,N/A,Orthodox,N/A,0.00,0%,0.00,0%,0.00,0%,0%,0.0,Record: 14-4-0
Juan Andres Luna,5' 7,125,72,Orthodox,"Aug 20, 1995",3.27,31%,3.00,65%,0.00,0%,0%,0.0,Record: 12-1-0
Fellipe Andrew,N/A,N/A,N/A,N/A,"Oct 24, 1994",0.00,0%,0.00,0%,0.00,0%,0%,0.0,Record: 0-0-0
Dylan Andrews,6' 1,185,74,Switch,"Nov 15, 1979",2.21,50%,2.72,46%,2.83,50%,57%,0.4,Record: 18-7-0 (1 NC)
Reese Andy,6' 0,205,N/A,Orthodox,"Mar 31, 1973",2.87,50%,3.50,58%,0.67,20%,40%,0.0,Record: 7-3-0
Angga,5' 7,145,68,Orthodox,"Jan 13, 1989",3.56,38%,3.77,53%,0.00,0%,33%,0.0,Record: 13-3-0
Julius Anglickas,6' 3,205,N/A,Orthodox,"Jul 23, 1991",4.62,78%,1.86,50%,4.47,50%,60%,1.1,Record: 5-1-0
Collin Anglin,5' 9,145,71,Orthodox,"Feb 20, 1993",4.59,48%,5.54,51%,2.28,66%,100%,0.0,Record: 8-3-0
Chad Anheliger,5' 6,135,64,Orthodox,"Dec 01, 1986",3.11,46%,2.76,53%,0.68,30%,38%,0.5,Record: 13-8-0
Yoji Anjo,5' 11,205,N/A,Orthodox,"Mar 28, 1967",0.00,0%,3.13,25%,0.00,0%,0%,0.0,Record: 0-5-1
Gadzhimurad Antigulov,5' 11,205,70,Orthodox,"Feb 09, 1987",2.08,55%,4.21,40%,5.08,36%,0%,1.4,Record: 20-8-0
Adam Antolin,5' 5,125,63,Orthodox,"Feb 28, 1982",5.73,52%,5.00,69%,0.00,0%,100%,0.0,Record: 12-3-0
Angelo Antonio,N/A,205,N/A,Orthodox,N/A,1.09,50%,7.64,50%,0.00,0%,0%,0.0,Record: 1-4-0
Vanilto Antunes,6' 0,170,72,Orthodox,"Dec 28, 1994",5.49,48%,14.27,43%,0.00,0%,0%,0.0,Record: 16-7-0
Azunna Anyanwu,6' 1,251,N/A,Orthodox,"Aug 05, 1981",2.47,42%,2.47,69%,0.65,100%,0%,0.0,Record: 14-5-0
Shinsho Anzai,5' 7,170,70,Orthodox,"Dec 01, 1985",3.23,58%,3.75,45%,1.83,16%,75%,0.0,Record: 10-3-0
Shinya Aoki,5' 11,154,N/A,Southpaw,"May 09, 1983",0.97,58%,1.25,58%,2.54,41%,60%,4.0,Record: 39-7-0 (1 NC)
Aoriqileng,5' 7,135,69,Orthodox,"Jun 25, 1993",4.65,49%,5.46,48%,1.20,46%,58%,0.0,Record: 25-12-0 (1 NC)
Josh Appelt,5' 10,255,N/A,Southpaw,"Jun 19, 1983",1.35,40%,11.50,32%,0.00,0%,33%,0.0,Record: 15-7-0
Erik Apple,6' 0,170,N/A,Orthodox,"Aug 26, 1977",0.00,0%,0.54,81%,0.00,0%,0%,8.1,Record: 10-3-0
Kenji Arai,5' 10,145,N/A,Southpaw,"Oct 05, 1979",8.79,27%,10.29,39%,0.00,0%,0%,0.0,Record: 15-15-5
Romie Aram,5' 10,170,N/A,Orthodox,"Dec 02, 1977",1.80,35%,2.83,50%,2.50,62%,83%,0.0,Record: 7-1-0
Felipe Arantes,5' 8,135,73,Orthodox,"Feb 09, 1988",2.37,45%,2.66,64%,0.93,47%,41%,0.7,Record: 18-10-1 (2 NC)
Igor Araujo,6' 1,170,77,Orthodox,"Dec 06, 1980",1.52,42%,2.86,49%,0.86,15%,22%,0.6,Record: 25-9-0 (1 NC)
Viviane Araujo,5' 4,125,68,Orthodox,"Nov 21, 1986",4.04,47%,4.87,56%,1.86,43%,80%,0.7,Record: 13-6-0
Julio Arce,5' 7,145,70,Southpaw,"Oct 27, 1989",4.36,36%,3.05,68%,0.46,28%,96%,0.3,Record: 19-6-0
Art Arciniega,5' 8,145,N/A,N/A,"Oct 15, 1981",1.53,46%,2.73,51%,0.00,0%,50%,1.0,Record: 15-7-0
Alice Ardelean,5' 3,115,62,Orthodox,"Apr 19, 1992",4.97,45%,4.97,52%,1.00,40%,100%,0.0,Record: 9-7-0
